LST,BC,CO2,O3,PM25,UFP,NOx
1/2/2018 9:06,267.4,420.69,30.52814815,2.36,9260,9.8208
1/2/2018 9:06,283.8,420.76,29.6925,4.18,9800,10.2008
1/2/2018 9:06,381.2,420.54,28.72518519,2.76,10100,10.668
1/2/2018 9:06,400.2,420.79,27.95231481,3.99,10500,11.2048
1/2/2018 9:06,421.1,420.23,27.7,3.91,11100,11.7904
1/2/2018 9:06,400.2,420.02,27.975,3.26,11700,12.3936
1/2/2018 9:06,395,420.09,28.55,4.17,12200,12.9832
1/2/2018 9:06,330.8,420.23,29.4,3.33,12800,13.584
1/2/2018 9:06,245.5,420.44,30.5,3.76,13300,14.2632
1/2/2018 9:07,188.6,420.42,32.17546296,3.76,14000,14.9776
1/2/2018 9:07,120,420.55,34.47037037,5.42,14500,15.6024
1/2/2018 9:07,94,420.72,36.9375,3.56,15500,16.0128
1/2/2018 9:07,84.9,420.95,39.12962963,3.78,17600,16.0408
1/2/2018 9:07,101.2,421.32,40.59953704,3.28,20800,15.6912
1/2/2018 9:07,96.8,421.98,40.9,3.12,23500,15.152
1/2/2018 9:07,170,422.29,39.239375,3.86,24200,14.6008
1/2/2018 9:07,134.9,422.86,36.03833333,4.71,22400,14.2152
1/2/2018 9:07,184.8,423.18,32.668125,5.9,18600,14.164
1/2/2018 9:07,172.7,422.61,30.5,4.16,16200,14.3672
1/2/2018 9:07,218,422.26,29.94346667,5.76,17600,14.6056
1/2/2018 9:07,260.1,423.25,30.2384,6.86,19500,14.6704
1/2/2018 9:07,274.7,424.36,31.0016,6.71,18900,14.3528
1/2/2018 9:07,296,424.9,31.84986667,6.5,15300,13.4888
1/2/2018 9:07,289.3,424.54,32.4,4.27,11000,12.10687184
1/2/2018 9:07,367.3,420.99,32.66967593,4.68,8260,10.43901553
1/2/2018 9:07,350.7,419.67,32.92074074,4.52,6670,8.855323302
1/2/2018 9:07,362.4,419.41,33.13625,3.55,5950,7.72588738
1/2/2018 9:07,345.7,419.64,33.29925926,3.97,5640,7.264
1/2/2018 9:07,318.2,419.66,33.39282407,4.03,5500,7.283122073
1/2/2018 9:07,256.2,419.75,33.4,3.22,5360,7.530905058
1/2/2018 9:07,237.7,420.12,33.1984375,3.38,5320,7.885127005
1/2/2018 9:07,218.3,421.39,32.82083333,3.1,5340,8.223565968
1/2/2018 9:07,123.1,422.08,32.4828125,3.55,5370,8.5824
1/2/2018 9:07,163.1,422.74,32.4,3.79,5300,9.007162187
1/2/2018 9:07,149.3,420.69,32.76122685,3.1,5320,9.41425746
1/2/2018 9:07,92.1,419.68,33.46481481,3.1,5190,9.72657164
1/2/2018 9:07,120.3,419.29,34.290625,4.82,5490,9.866990547
1/2/2018 9:07,148.9,420.48,35.01851852,2.81,5880,9.7784
1/2/2018 9:07,139.1,423.7,35.42835648,2.94,6230,9.5296
1/2/2018 9:07,165.2,424.6,35.3,2.07,6180,9.22
1/2/2018 9:07,198.1,425.83,34.225625,2.37,6000,8.9504
1/2/2018 9:07,205.4,422.78,32.43083333,3.17,6270,8.8216
1/2/2018 9:07,217.5,421.69,30.645625,4.2,6770,8.8304
1/2/2018 9:07,243.4,421.29,29.6,2.39,7400,8.9336
1/2/2018 9:07,266.6,421.2,29.61302857,4.12,7990,9.128
1/2/2018 9:07,306.9,421.53,30.27008571,1.55,8180,9.3584
1/2/2018 9:07,325.9,421.14,31.20062857,2.32,8330,9.5696
1/2/2018 9:07,349.9,420.68,32.03411429,3.26,8610,9.7
1/2/2018 9:07,364.5,420.51,32.4,3.48,8510,9.7048
1/2/2018 9:07,404.9,420.57,32.20862974,3.33,8250,9.6144
1/2/2018 9:07,426,420.7,31.69815355,2.21,7890,9.4816
1/2/2018 9:07,407.2,420.48,30.98973761,3.75,7620,9.3592
1/2/2018 9:07,414.3,420.34,30.2045481,3.01,7560,9.3072
1/2/2018 9:07,348.4,420.15,29.46375121,3.18,8010,9.3344
1/2/2018 9:07,310.2,420.29,28.88851312,2.13,8440,9.4128
1/2/2018 9:07,284.3,420.75,28.6,3.05,8620,9.5544
1/2/2018 9:07,305.3,420.79,28.91640212,2.62,8660,9.7712
1/2/2018 9:07,238.5,420.78,29.52486772,3.39,8830,10.1048
1/2/2018 9:07,207.4,420.64,29.6,4.64,9260,10.5488
1/2/2018 9:07,167,422.74,28.7349537,2.89,9510,11.0448
1/2/2018 9:07,122.5,424.8,27.28518519,3.83,9800,11.54
1/2/2018 9:07,75.4,425.44,25.56875,3.83,10700,11.9816
1/2/2018 9:07,146.3,427.93,23.9037037,3.4,11700,12.3208
1/2/2018 9:07,110.6,427.42,22.60810185,3.96,12100,12.636
1/2/2018 9:07,75.4,424.76,22,3.69,12200,13.0024
1/2/2018 9:07,108.7,423.32,22.11375,6.59,12500,13.4344
1/2/2018 9:07,87.9,422.51,22.77833333,3.57,13300,13.9464
1/2/2018 9:07,132.5,422.87,24.00375,4.01,13900,14.5416
1/2/2018 9:07,167.4,422.42,25.8,5.29,14100,15.1288
1/2/2018 9:08,228.7,423.04,28.7176,3.79,13600,15.6512
1/2/2018 9:08,162.2,424.37,32.6948,3.38,12300,16.0704
1/2/2018 9:08,289.4,424.36,36.8232,3.24,13000,16.348
1/2/2018 9:08,282.6,424.27,40.1944,3.49,15100,16.4752
1/2/2018 9:08,329.8,424.74,41.9,5.87,16800,16.5512
1/2/2018 9:08,395.5,424.8,41.38,4.27,18100,16.6392
1/2/2018 9:08,452.4,423.7,39.24,4.15,19300,16.792
1/2/2018 9:08,538.1,422.83,36.32,6.34,20000,17.0624
1/2/2018 9:08,592.8,423.59,33.46,6.21,20000,17.4464
1/2/2018 9:08,678.4,424.93,31.5,4.28,20000,17.8752
1/2/2018 9:08,619.2,424.53,30.59626667,5.06,19900,18.3128
1/2/2018 9:08,747.4,424.57,30.1888,4.55,19300,18.6896
1/2/2018 9:08,717.1,426.02,30.0432,5.06,19000,18.936
1/2/2018 9:08,690.8,426.12,29.92506667,4.54,17400,19.0952
1/2/2018 9:08,684,425.7,29.6,3.83,15300,19.1672
1/2/2018 9:08,651.7,423.93,28.96666667,3.84,14100,19.0872
1/2/2018 9:08,542.7,424.48,28.16444444,4.37,13900,18.86
1/2/2018 9:08,466.4,425.21,27.32,3.42,14500,18.4904
1/2/2018 9:08,410.4,425.11,26.56,3.62,14900,17.8912
1/2/2018 9:08,329.6,426.57,26.01111111,3.78,14900,17.136
1/2/2018 9:08,367.7,427.83,25.8,4.24,14800,16.4136
1/2/2018 9:08,346.3,426.63,25.8,4.26,14500,15.9136
1/2/2018 9:08,341.4,424.03,25.8,2.61,14500,15.8256
1/2/2018 9:08,346,422.82,25.8,5.04,14200,16.2736
1/2/2018 9:08,388.2,422.83,25.8,3.77,14300,17.0992
1/2/2018 9:08,405.1,422.39,25.8087963,3.37,14900,18.0784
1/2/2018 9:08,509,422.65,25.87037037,5.41,15400,18.9592
1/2/2018 9:08,537.6,423.1,26.0375,5.77,16100,19.4896
1/2/2018 9:08,527.5,423.5,26.36296296,4.88,17000,19.5904
1/2/2018 9:08,556,424.27,26.89953704,3.57,17400,19.4248
1/2/2018 9:08,518.1,424.77,27.7,3.77,17300,19.1136
1/2/2018 9:08,503.5,424.28,29.70984375,4.27,17400,18.7888
1/2/2018 9:08,518.3,424.34,32.90125,3.69,16700,18.5824
1/2/2018 9:08,485.5,424.38,35.86703125,3.47,15300,18.4928
1/2/2018 9:08,445.7,422.93,37.2,3.36,13700,18.4672
1/2/2018 9:08,410,421.39,36.1632,3.34,12900,18.516
1/2/2018 9:08,417.3,421.28,33.5766,4.08,12900,18.6128
1/2/2018 9:08,471.9,421.51,30.3684,4.85,13100,18.7312
1/2/2018 9:08,534.2,421.73,27.4668,4.85,13400,18.8
1/2/2018 9:08,518.1,421.89,25.8,4.94,13400,18.7672
1/2/2018 9:08,558.3,421.62,25.57048611,3.8,13500,18.6616
1/2/2018 9:08,650.8,421.43,26.15888889,5.76,13700,18.5024
1/2/2018 9:08,664.1,421.43,27.260625,6.21,13700,18.3088
1/2/2018 9:08,758.4,421.22,28.57111111,5.94,13300,17.92
1/2/2018 9:08,730,420.89,29.78576389,5.36,13200,17.244
1/2/2018 9:08,779.7,420.77,30.6,4.14,13100,16.436
1/2/2018 9:08,663.3,420.86,31.2296875,5.5,12900,15.7
1/2/2018 9:08,615.8,420.81,31.84166667,3.87,12700,15.24
1/2/2018 9:08,525.1,420.84,32.0578125,6.54,12400,15.2104
1/2/2018 9:08,494.3,420.9,31.5,4.07,12400,15.5248
1/2/2018 9:08,475.9,420.92,29.85324074,5.04,12300,15.9816
1/2/2018 9:08,350.1,420.95,27.34259259,4.89,12300,16.3648
1/2/2018 9:08,338.7,420.97,24.4,5.1,12300,16.4584
1/2/2018 9:08,215.4,421.06,21.45740741,5.28,12300,16.112
1/2/2018 9:08,312.4,421,18.94675926,5.64,12300,15.3976
1/2/2018 9:08,293.2,421.06,17.3,5.24,12100,14.5088
1/2/2018 9:08,400,421.19,16.6746875,3.45,11300,13.6832
1/2/2018 9:08,425.4,421.16,16.77833333,5.79,10300,13.1584
1/2/2018 9:08,491.3,421.13,17.3678125,5.34,9930,13.044
1/2/2018 9:08,614.6,421.82,18.2,5.11,9770,13.2376
1/2/2018 9:09,713.6,420.93,19.5488,4.07,10400,13.6328
1/2/2018 9:09,837.3,420.96,21.5034,5.36,11200,14.1552
1/2/2018 9:09,920.1,423.71,23.5436,4.83,12000,14.7304
1/2/2018 9:09,1083.9,424.57,25.1492,4.44,12500,15.4112
1/2/2018 9:09,1143.2,422.91,25.8,4.44,13700,16.284
1/2/2018 9:09,1196,422.05,25.8,6.31,15200,17.2576
1/2/2018 9:09,1232.1,421.97,25.8,10.29,16100,18.1616
1/2/2018 9:09,1263.6,422.01,25.8,6.12,17100,18.8256
1/2/2018 9:09,1330.9,422.01,25.8,8.28,17600,19.0664
1/2/2018 9:09,1332.8,422.02,25.8,9.36,17900,18.9208
1/2/2018 9:09,1314,422.04,25.8,10.96,18100,18.6056
1/2/2018 9:09,1290,422.1,25.8,10.58,17900,18.3368
1/2/2018 9:09,1204.9,422.05,25.56666667,9.82,17100,18.3304
1/2/2018 9:09,1197.6,421.86,25.13333333,9.11,15500,18.7376
1/2/2018 9:09,1188.2,421.72,24.9,5.91,14200,19.4912
1/2/2018 9:09,1229.9,421.35,24.9,8.23,15300,20.4024
1/2/2018 9:09,1243.5,421.73,24.9,6.57,17800,21.2432
1/2/2018 9:09,1174.7,423.03,24.9,9.18,19800,21.7856
1/2/2018 9:09,1120,423.53,24.9,8.85,18200,21.88365713
1/2/2018 9:09,1063.3,422.85,24.9,6.88,15200,21.5853714
1/2/2018 9:09,1015.6,421.8,24.9,5.57,13100,21.05165711
1/2/2018 9:09,1025,422.02,24.28234375,5.39,12100,20.48342854
1/2/2018 9:09,1019.8,422.07,23.01125,5.2,11800,20.0816
1/2/2018 9:09,904,421.71,21.95953125,4.32,11700,19.90457282
1/2/2018 9:09,775.7,421.62,22,4.96,11700,19.89510095
1/2/2018 9:09,681.3,421.73,23.71794286,5.7,11800,20.03329663
1/2/2018 9:09,586.6,421.7,26.59682857,4.88,11900,20.32394117
1/2/2018 9:09,570.2,421.7,29.85674286,4.86,12000,20.77181588
1/2/2018 9:09,549.3,422.5,32.71777143,5.2,12300,22.36959456
1/2/2018 9:09,511.8,422.69,34.4,4.55,12600,25.57538836
1/2/2018 9:09,443.7,424.6,34.6961516,4.55,12900,29.59963415
1/2/2018 9:09,342.3,427.02,34.11982507,4,12300,33.62938338
1/2/2018 9:09,352.1,422.96,32.97241983,4.08,11500,36.8516875
1/2/2018 9:09,425.6,421.99,31.55533528,4.23,10800,39.7008
1/2/2018 9:09,525.6,421.92,30.16997085,3.29,10900,43.10235853
1/2/2018 9:09,548.6,422.84,29.11772595,5.04,11500,46.55755335
1/2/2018 9:09,579.3,425.65,28.7,4.58,11900,49.0751689
1/2/2018 9:09,576.5,426.94,28.7,4.32,12000,49.66398963
1/2/2018 9:09,649.1,427.42,28.7,5.12,11800,46.6496
1/2/2018 9:09,701.3,425.26,28.7,4.33,11400,40.3568
1/2/2018 9:09,781.3,425.15,28.7,4.17,11000,33.0072
1/2/2018 9:09,847.3,424.71,28.7,4.85,10500,26.7464
1/2/2018 9:09,859,423.81,28.7,3.7,10300,23.72
1/2/2018 9:09,973.4,423.58,28.7,5.28,10200,23.1
1/2/2018 9:09,1028.5,423.8,28.7,2.8,9960,22.5136
1/2/2018 9:09,1214.8,424.57,28.7,2.87,9860,21.8568
1/2/2018 9:09,1391.2,428.41,27.40859375,4.77,9630,21.2232
1/2/2018 9:09,1663.4,426.38,24.46458333,5.19,9520,20.7064
1/2/2018 9:09,1877.7,422.85,21.26328125,5.09,11000,20.4496
1/2/2018 9:09,2178.6,429.46,19.2,5.37,16100,20.7184
1/2/2018 9:09,2487.1,435.76,18.5380787,7.71,20000,21.748
1/2/2018 9:09,2738.9,445.03,18.4962963,7.89,20000,23.8096
1/2/2018 9:09,3045,436.86,18.903125,6.03,18400,27.1744
1/2/2018 9:09,3184.5,432.34,19.58703704,5.78,16600,34.6328
1/2/2018 9:09,3324,428.53,20.37650463,6.77,15900,46.912
1/2/2018 9:09,3409.4,425.51,21.1,7.96,18300,61.0704
1/2/2018 9:09,3434.5,433.96,21.85208333,7.96,21200,74.0264
1/2/2018 9:09,3348.5,439.52,22.78888889,8.05,23100,82.6984
1/2/2018 9:09,3268.5,437.35,23.83125,9.68,23900,86.5016
1/2/2018 9:09,3102.8,437.88,24.9,9.7,22000,87.3544
1/2/2018 9:10,2951.1,437.85,25.91597222,8.88,19500,86.032
1/2/2018 9:10,2857.7,429.81,26.8,5.62,19800,83.3096
1/2/2018 9:10,2735,431.02,27.76851852,7.62,23100,79.9624
1/2/2018 9:10,2637.8,433.26,28.63148148,5.76,27100,75.4464
1/2/2018 9:10,2550.2,433.88,28.7,7.23,30000,69.4032
1/2/2018 9:10,2409.5,437.07,27.53449074,6.87,31100,62.7168
1/2/2018 9:10,2379.3,436.56,25.48148148,9.46,31500,56.1696
1/2/2018 9:10,2402.6,439.76,23.03125,7.91,30300,50.544
1/2/2018 9:10,2386.9,436.67,20.67407407,8.68,28500,45.2008
1/2/2018 9:10,2362.1,433.77,18.90023148,5.61,26500,39.2952
1/2/2018 9:10,2271.3,433.05,18.2,6.4,23400,33.656
1/2/2018 9:10,2108.6,430.18,18.2,8.25,19500,29.3368
1/2/2018 9:10,1991.1,427.29,18.2,5.62,16200,27.3912
1/2/2018 9:10,1920.3,425.88,18.2,4.11,14500,29.3304
1/2/2018 9:10,1815,424.4,18.2,5.75,14100,34.8296
1/2/2018 9:10,1739.1,424.25,18.57013889,4.94,14800,41.896
1/2/2018 9:10,1546.7,424.06,19.53333333,4.56,16200,48.5184
1/2/2018 9:10,1342,424.24,20.86875,2.99,16900,52.6856
1/2/2018 9:10,1193.6,424.69,22.35555556,3.28,17100,53.7088
1/2/2018 9:10,1117.8,424.96,23.77291667,5.9,17500,52.8376
1/2/2018 9:10,1055.1,425.7,24.9,5.28,17400,50.9072
1/2/2018 9:10,1012.4,426.24,25.8184375,3.24,16900,48.4936
1/2/2018 9:10,913.9,425.28,26.67416667,3.24,16300,46.1728
1/2/2018 9:10,752.4,425.18,27.3428125,6.23,16000,43.49002967
1/2/2018 9:10,738.9,425.56,27.7,4.55,15400,39.91568902
1/2/2018 9:10,724.8,424.51,27.43253333,7.18,14700,36.04793352
1/2/2018 9:10,693.9,424.02,26.6296,3.73,14100,32.53531869
1/2/2018 9:10,641.9,423.61,25.7704,4.71,13200,30.0264
1/2/2018 9:10,555.5,423.09,25.33413333,5.92,12400,28.4793983
1/2/2018 9:10,463.4,422.78,25.8,5.88,12200,27.25381745
1/2/2018 9:10,415.2,422.78,27.72858796,7.51,12000,26.14293744
1/2/2018 9:10,393.7,422.5,30.8737037,10.04,11900,25.08083829
1/2/2018 9:10,329.4,422.33,34.504375,11.04,11700,24.0016
1/2/2018 9:10,350.7,422.21,37.88962963,8.59,11600,22.78193204
1/2/2018 9:10,262.5,422.21,40.29849537,9.08,11500,21.42777354
1/2/2018 9:10,269.7,422.62,41,7.14,11300,20.07824903
1/2/2018 9:10,341.2,422.88,39.0546875,9.06,11300,18.93568301
1/2/2018 9:10,437.9,423.22,35.1,5.73,11200,18.2024
1/2/2018 9:10,500,423.12,30.7703125,4.94,11200,17.8
1/2/2018 9:10,566.6,422.88,27.7,5.81,11300,17.5432
1/2/2018 9:10,574.1,423.07,26.10949074,7.44,11300,17.4176
1/2/2018 9:10,614.6,423.19,25.07592593,5.3,11300,17.3704
1/2/2018 9:10,707.1,423.32,24.51875,3.81,11200,17.3488
1/2/2018 9:10,716.5,422.84,24.35740741,4.61,11100,17.3416
1/2/2018 9:10,716.9,422.7,24.51134259,3.57,11100,17.3664
1/2/2018 9:10,586.7,422.61,24.9,3.93,11000,17.42
1/2/2018 9:10,567.4,423.13,25.7296875,3.09,11000,17.4616
1/2/2018 9:10,548.8,428.46,27.10833333,4.21,10900,17.4504
1/2/2018 9:10,578.6,424.46,28.8078125,4.21,11300,17.4
1/2/2018 9:10,533.3,422.75,30.6,4.05,12500,17.3552
1/2/2018 9:10,542.5,422.42,32.84266667,6.55,13200,17.3176
1/2/2018 9:10,549.2,422.29,35.633,5.66,12900,17.2824
1/2/2018 9:10,560.7,422.01,38.352,6.5,12300,17.2448
1/2/2018 9:10,636.4,422.06,40.38066667,4.81,12000,17.4304
1/2/2018 9:10,714.1,421.96,41.1,4.14,11900,17.924
1/2/2018 9:10,859.2,421.98,40.09224537,6.24,12100,18.5272
1/2/2018 9:10,903.1,422.51,37.7462963,6.59,12500,19.0552
1/2/2018 9:10,979.2,422.76,34.653125,7.18,12600,19.3232
1/2/2018 9:10,1008.3,422.69,31.4037037,6.11,12600,19.2664
1/2/2018 9:10,1025.9,422.72,28.58900463,6.08,12300,19.0192
1/2/2018 9:11,1082.6,423.47,26.8,6.09,12200,18.6928
1/2/2018 9:11,1095.1,424.11,26.33359375,5.99,12100,18.4096
1/2/2018 9:11,1083.4,423.77,26.71041667,5.64,12000,18.292
1/2/2018 9:11,1019.8,424.35,27.35703125,4.51,12000,18.3656
1/2/2018 9:11,993.9,424.74,27.7,4.6,12200,18.5808
1/2/2018 9:11,933.8,424.53,27.7,5.66,12200,18.8992
1/2/2018 9:11,892.4,424.04,27.7,5.87,12200,19.2344
1/2/2018 9:11,859.6,424.43,27.7,5.63,12300,19.5
1/2/2018 9:11,775,424.21,27.7,5.67,12400,19.7056
1/2/2018 9:11,815.5,423.81,27.7,8.46,12200,19.864
1/2/2018 9:11,794.8,423.2,27.7,4.21,12000,19.9208
1/2/2018 9:11,742,423.27,27.8159375,4.21,11600,19.8088
1/2/2018 9:11,687.5,423.14,28.0925,4.57,11300,19.4608
1/2/2018 9:11,700.9,421.76,28.4228125,5.02,11300,18.7584
1/2/2018 9:11,656.5,421.95,28.7,7.02,11300,17.7576
1/2/2018 9:11,606.6,422.97,28.98194286,4.25,11300,16.652
1/2/2018 9:11,587,423.98,29.32382857,4.29,11200,15.6504
1/2/2018 9:11,517.4,422.43,29.61474286,5.41,11100,14.9616
1/2/2018 9:11,481,421.57,29.74377143,5.26,10900,14.6904
1/2/2018 9:11,430,421.65,29.6,3.97,10500,14.6784
1/2/2018 9:11,384.4,421.44,29.06233236,4.03,10400,14.7704
1/2/2018 9:11,386.9,421.18,28.18328474,4.93,9890,14.844
1/2/2018 9:11,450.4,421.05,27.11236152,5.12,9400,14.7768
1/2/2018 9:11,438.7,420.96,25.99906706,4.63,9280,14.6016
1/2/2018 9:11,440.9,421.23,24.99290573,4.8,9500,14.4352
1/2/2018 9:11,434,421.1,24.24338192,4.83,9800,14.2544
1/2/2018 9:11,432.3,421.31,23.9,3.98,9750,14.0352
1/2/2018 9:11,418.3,421.12,24.19312169,4.36,9650,13.7536
1/2/2018 9:11,480.6,421.01,24.96878307,3.06,9490,13.3336
1/2/2018 9:11,500.1,421.06,25.8,5.15,9230,12.772
1/2/2018 9:11,522.1,420.98,26.64803241,4.87,9090,12.1648
1/2/2018 9:11,564.8,420.87,27.66481481,3.23,9130,11.6008
1/2/2018 9:11,586.8,420.99,28.709375,4.17,9250,11.1688
1/2/2018 9:11,606.1,421.14,29.64074074,3.52,9360,10.884
1/2/2018 9:11,625.2,421.18,30.31793981,3.52,9340,10.6904
1/2/2018 9:11,636.9,421.25,30.6,3.16,9120,10.5712
1/2/2018 9:11,628.8,421.52,30.1646875,3.74,8950,10.5168
1/2/2018 9:11,644.7,421.75,29.16,4.53,8900,10.5176
1/2/2018 9:11,604.1,421.57,28.1503125,5.39,8790,10.624
1/2/2018 9:11,554.4,421.21,27.7,3.57,8670,10.8472
1/2/2018 9:11,513.9,431.46,28.1064,3.96,8700,11.1136
1/2/2018 9:11,509.1,447.8,29.0502,3.04,8730,11.3464
1/2/2018 9:11,490.4,442.57,30.1708,3.55,8600,11.4688
1/2/2018 9:11,464.2,437.86,31.1076,5.27,8760,11.4488
1/2/2018 9:11,478.6,431.53,31.5,4.66,8650,11.3376
1/2/2018 9:11,516.7,432.31,31.5,4.26,8730,11.1792
1/2/2018 9:11,474.1,436.37,31.5,5.04,8710,11.0096
1/2/2018 9:11,415.5,431.34,31.5,5.13,8670,10.8648
1/2/2018 9:11,429.3,428.05,31.5,5.01,8690,10.7112
1/2/2018 9:11,429,424.6,31.5,3.93,8620,10.5088
1/2/2018 9:11,397.8,424.71,31.5,3.73,8590,10.304
1/2/2018 9:11,343.2,424.39,31.5,4.19,8550,10.1592
1/2/2018 9:11,257.4,423.67,31.5,4.74,8470,10.1368
1/2/2018 9:11,200.6,424.6,31.5,5.19,8750,10.3328
1/2/2018 9:11,214.6,425.26,31.5,3.47,9530,10.7296
1/2/2018 9:11,242.6,425.14,31.5,3.79,10200,11.1992
1/2/2018 9:11,232.1,423.97,31.5,4.24,11000,11.6096
1/2/2018 9:11,289,424.11,31.5,4.19,11800,11.8288
1/2/2018 9:11,279.2,424.51,31.5,2.41,12100,11.7504
1/2/2018 9:11,350.6,425,31.5,4.34,11900,11.4512
1/2/2018 9:12,400.3,423.58,31.5,4.34,11800,11.0768
1/2/2018 9:12,381.7,423.47,30.0140625,4.83,11600,10.7616
1/2/2018 9:12,341.8,423.99,26.67083333,5.3,11900,10.64
1/2/2018 9:12,358.5,425.65,23.1421875,3.39,12300,10.7664
1/2/2018 9:12,291.2,425.11,21.1,4.16,12600,11.0576
1/2/2018 9:12,223,424.93,20.9880787,3.87,13100,11.432
1/2/2018 9:12,270.4,425.2,21.87962963,3.68,14000,11.7984
1/2/2018 9:12,194.9,426.18,23.390625,3.29,14500,12.0656
1/2/2018 9:12,197.6,426.16,25.13703704,3.45,15000,12.224
1/2/2018 9:12,204.8,424.09,26.73483796,3.59,14800,12.3232
1/2/2018 9:12,211.9,423.59,27.8,3.74,14400,12.3696
1/2/2018 9:12,257.4,423.22,28.2425,3.99,13800,12.3704
1/2/2018 9:12,316.3,423.25,28.38416667,3.34,13600,12.3328
1/2/2018 9:12,332.4,423.48,28.45875,3.93,13500,12.2576
1/2/2018 9:12,360.9,423.25,28.7,5.58,13900,12.1384
1/2/2018 9:12,374.5,422.62,29.2768,3.81,14400,11.98
1/2/2018 9:12,351.2,422.41,30.0634,4.09,14600,11.8016
1/2/2018 9:12,379.3,422.31,30.8516,3.28,15500,11.6224
1/2/2018 9:12,346.9,422.53,31.4332,5.69,16800,11.4088
1/2/2018 9:12,300.5,425.2,31.6,5.2,17300,11.1544
1/2/2018 9:12,307.9,436.1,31.14027778,4.35,16700,10.9176
1/2/2018 9:12,309.2,427.63,30.16888889,3.91,15300,10.7632
1/2/2018 9:12,290.6,424.09,28.9675,4.28,14400,10.756
1/2/2018 9:12,341.4,424.2,27.81777778,4.18,13800,10.928
1/2/2018 9:12,329.6,425.3,27.00138889,4.07,13700,11.2344
1/2/2018 9:12,336.9,425.62,26.8,3.37,13800,11.6272
1/2/2018 9:12,421.1,424.39,27.6625,3.37,13600,12.0608
1/2/2018 9:12,518.8,425.67,29.3,4.85,13600,12.4896
1/2/2018 9:12,532.6,425.87,30.8875,3.48,14300,12.9944
1/2/2018 9:12,551.1,425.85,31.6,3.87,14900,13.6376
1/2/2018 9:12,558.8,425.28,31.6,3.23,14700,14.3
1/2/2018 9:12,558.2,424.72,31.6,5.97,14200,14.8184
1/2/2018 9:12,574.1,427.51,31.6,3.37,13000,15.0296
1/2/2018 9:12,476.5,429.55,31.6,4.14,11200,14.7504
1/2/2018 9:12,466.7,424.49,31.6,3.9,10000,14.0224
1/2/2018 9:12,364.9,424.12,31.6,3.91,9420,13.0824
1/2/2018 9:12,350.7,424.23,31.08921875,3.41,9150,12.192
1/2/2018 9:12,276.4,423.2,29.99625,3.29,9070,11.6128
1/2/2018 9:12,297.4,421.91,28.98015625,2.35,9130,11.5024
1/2/2018 9:12,242.8,421.36,28.7,2.93,8920,11.7488
1/2/2018 9:12,225.9,421.71,29.49973333,3.4,8960,12.1616
1/2/2018 9:12,221.9,425.76,30.9982,3.71,8790,12.5488
1/2/2018 9:12,267.9,432.76,32.7668,2.55,8520,12.7184
1/2/2018 9:12,347.7,427.79,34.37693333,3.41,8220,12.5696
1/2/2018 9:12,293.3,423.72,35.4,3.8,7990,12.1952
1/2/2018 9:12,326.7,422.39,35.7275463,3.36,7970,11.7144
1/2/2018 9:12,229.9,423.13,35.6437037,3.3,7850,11.2352
1/2/2018 9:12,171,422.99,35.30875,4.48,7480,10.8656
1/2/2018 9:12,152.5,422.59,34.88296296,7.57,7160,10.6216
1/2/2018 9:12,125.5,423,34.52662037,4.57,6980,10.4264
1/2/2018 9:12,18.3,422.3,34.4,2.51,7080,10.268
1/2/2018 9:12,-49.9,421.27,34.75,4.89,7140,10.1656
1/2/2018 9:12,-88.2,420.91,35.375,4.89,7260,10.1384
1/2/2018 9:12,-104.7,420.87,35.7625,4.05,7150,10.2656
1/2/2018 9:12,-25.9,420.93,35.4,3.46,7190,10.5424
1/2/2018 9:12,23.4,421.66,34.04456019,3.2,7240,10.868
1/2/2018 9:12,34.2,421.43,31.99814815,4.02,7340,11.1656
1/2/2018 9:12,102.8,421.9,29.565625,1.88,7450,11.3584
1/2/2018 9:12,130.8,422.77,27.05185185,4.19,7650,11.3792
1/2/2018 9:12,166.7,423.76,24.76168981,2.53,8050,11.268
1/2/2018 9:13,226.2,423.71,23,3.52,8050,11.1336
1/2/2018 9:13,259.1,423.5,21.6853125,3.26,8320,11.1176
1/2/2018 9:13,270.4,422.58,20.64833333,2.82,9030,11.3616
1/2/2018 9:13,321.1,421.91,20.0621875,3.85,10200,11.9832
1/2/2018 9:13,320.7,422.69,20.1,4.52,11300,12.9808
1/2/2018 9:13,378.8,423.19,21.04982857,3.52,13100,14.2
1/2/2018 9:13,436.3,423.08,22.76848571,2.87,16400,15.3912
1/2/2018 9:13,438.3,424.09,24.78222857,2.93,18100,16.3048
1/2/2018 9:13,435.8,424.3,26.61731429,3.33,17300,16.6392
1/2/2018 9:13,435.5,422.7,27.8,3.87,16200,16.4424
1/2/2018 9:13,421.5,421.85,28.16862974,3.57,14600,16.0728
1/2/2018 9:13,392.6,421.67,28.01720117,4.42,12800,15.8784
1/2/2018 9:13,386.4,420.95,27.5554519,3.08,11700,16.2072
1/2/2018 9:13,328.8,420.57,26.99311953,3.64,11300,17.4808
1/2/2018 9:13,270.1,420.56,26.53994169,3.52,11200,19.5216
1/2/2018 9:13,212.6,421.06,26.40565598,2.82,11100,21.7512
1/2/2018 9:13,186.9,421.24,26.8,3.98,10800,23.6176
1/2/2018 9:13,209.3,421.4,28.47380952,3.49,10100,24.5688
1/2/2018 9:13,194.9,421.28,30.72857143,3.49,9620,24.3224
